Unnamed: 0,X1,age,gender,height,weight,steps,hear_rate,calories,distance,entropy_heart,entropy_setps,resting_heart,corr_heart_steps,norm_heart,intensity_karvonen,sd_norm_heart,steps_times_distance,Predicted_Activities
2305,2319,20,1,184.0,77.3,224.385714285714,117.258503401361,0.172,0.228568571428572,6.18982455888002,5.97064647668824,76.1387008333333,-0.0419344618365925,41.1198025680274,0.331982651923398,20.3523463533719,51.2875221632653,5
3622,3636,46,0,157.5,71.4,119.0,113.315954408213,0.756,0.04712,6.16242729860604,5.65531017519983,79.4217948369565,0.801848597981148,33.8941595712561,0.35837177828471,2.93199040650715,5.60728,1
4672,1028,19,1,183.0,65.7,4.31578947368421,76.1878382825751,79.0,15.7543859649123,6.3037807481771,6.3037807481771,75.6661277319172,1.0,0.521710550657929,0.0041625662816993,0.0686763971059067,67.9926131117267,2
2708,2722,22,0,168.0,62.0,609.2,58.0,20.7520909090909,0.425868,6.07516462508239,6.15308670300447,56.2,-0.971922811748013,1.8,0.0126939351198871,2.59653139951012,259.4387856,4
2597,2611,31,0,168.0,68.0,6.41666666666667,133.0,0.2465,0.0058795833333333,6.16992500144231,5.69205872426777,64.8666666666666,0.240471809626116,68.1333333333334,0.548872180451128,28.6452630791809,0.0377273263888889,3
1893,1897,28,1,176.0,72.0,120.416666666667,77.525694355792,0.7565,0.09633,6.40831770062932,6.24253244779602,63.9166666666667,-0.664643552242359,13.6090276891253,0.106251354762201,0.0936246295565025,11.5997375,4
1150,1150,25,1,160.0,75.0,14.6503896103896,72.626003874269,14.6578571428571,0.0119206701298701,6.2667865406949,6.2667865406949,60.9712310672515,-1.0,11.6547728070175,0.0869572473120717,0.980182694891457,0.174642461819531,4
469,469,20,1,180.0,79.3,10.1134453781513,86.7657386904762,15.083,0.0086536554621848,6.24792751344359,6.16898014502253,75.0,-1.0,11.7657386904762,0.0941259095238094,0.898817307681716,0.087518271838147,1
3276,3290,31,0,158.0,59.1,8.82321428571429,173.0,0.202766425120773,0.0073380119047619,6.19529593449622,6.0011526778888,84.2,1.0,88.8,0.847328244274809,40.8388966291341,0.0647448514668368,3
5741,3004,25,0,160.0,52.5,9.40123034859877,77.1375812612997,41.0,15.6978810663021,6.28540221886225,6.28540221886225,75.6670114877907,1.0,1.47056977350898,0.0123232460013228,0.0695682983670276,147.579395889213,4
5209,1981,19,1,180.0,62.7,7.50444292549556,103.189644220745,1.0,10.9166097060834,6.28540221886225,6.28540221886225,79.4331407029972,-1.0,23.7565035177475,0.195419242177734,3.12723418641855,81.9230744792136,0
2388,2402,29,0,163.0,61.0,121.0,126.333333333333,0.756,0.05653,6.1076327780581,5.85743192180481,78.5313023809524,1.0,47.8020309523809,0.425025202250455,17.7474216200131,6.84013,3
4185,541,32,1,177.0,76.7,7.42920681986657,76.7692915600996,1.0,15.7197924388436,6.16992500144231,6.16992500144231,75.6728368081963,1.0,1.09645475190325,0.0097612609519124,0.0754473094966309,116.785589193544,0
240,240,32,1,180.0,72.7,37.8,73.8173731944444,13.7985,0.029309,6.16992500144231,6.16992500144231,62.8571428571429,-1.0,10.9602303373016,0.0875817492706746,0.779791042442007,1.1078802,4
470,470,20,1,180.0,79.3,10.090756302521,87.062608276644,15.2563333333333,0.0086649243697479,6.24792751344359,6.16898014502253,75.0,-0.657656192498266,12.062608276644,0.0965008662131518,0.898817307681718,0.0874356401949015,1
3559,3573,29,0,159.0,55.0,990.8,129.404285959201,0.735,0.054225,6.20945336562895,5.9728347844894,80.6215134982639,-1.0,48.7827724609373,0.441959062920925,3.28215951811587,53.72613,2
6223,3566,29,0,159.0,55.0,1.0,161.1,2.5,1.0,6.20945336562895,3.57604542570886,10.0,0.269561352107324,151.1,0.834806629834254,60.1567551104176,1.0,0
4399,755,22,1,185.0,79.4,9.77033492822967,77.2065142194329,1.0,15.6937799043062,6.28540221886225,6.28540221886225,75.6670114877907,1.0,1.53950273164222,0.0125845264663715,0.0695682983670221,153.333485954992,5
3484,3498,36,0,172.0,86.4,138.0,144.892045454546,0.756,0.061245,6.33985000288463,6.05565802746915,78.5313023809524,0.448854609850275,66.3607430735934,0.629198469040435,4.41245633992052,8.45181,2
5171,1943,28,1,176.0,72.0,2.44976076555024,75.8393438831238,75.0,15.7751196172249,6.4757334309664,6.4757334309664,75.6785003141462,1.0,0.16084356897754,0.0013827501314196,0.0608722610711467,38.6452691101394,3
3159,3173,37,0,157.0,58.0,4.36363636363636,68.0,0.252,0.0029154545454545,6.0588138903312,5.90944045280115,68.0,0.0870477329393224,0.0,0.0,13.5468551313808,0.0127219834710744,1
801,801,22,1,185.0,79.4,12.6,72.0,19.201,0.010956,6.2341201675802,6.25976119322122,40.6363636363636,-0.0885642856145348,31.3636363636364,0.199306759098787,4.71433982652927,0.1380456,2
209,209,24,0,165.0,43.0,1036.88888888889,122.272727272727,0.061,0.0052347619047619,6.13503003833207,6.18982455888002,76.5,0.751645301471255,45.772727272727,0.383035374667172,25.4686441127865,5.42786645502646,3
